,,meat not chewy,meat not chewy,chips thin,sausage soft,,,potato soft,,,,na,,sauce thick,taste nice,,,,na,na,,,chicken seasoned,,,,taste nice,,,not too spicy,,na,,,,
,,,,,Ingredients,,,Ingredient combination and taste,,,Taste an ingredient,,,,,,, combination,,,,,,,,,,,,,,,,,,
,,FRESH,,TASTE,TASTE,,,FRESH,,INGREDIENT,,,ingredient,fresh,,,fresh,ingredent,ingrendent,,,,,,,,,,,,,,,,,
,,The children would not have the sauce ,The children would not have the sauce ,,No change,No change,,No change,,No change,,My children only like cheese pizza,No change,No change,No change,,No change,,No change,,,,,,One of my children doesn't like broccoli ,,No change,Slightly less chilli,No change,,,,,No change,,
,The taste of  the patty ,The taste of the Méat,Grilled vegetables ,The chipsn,,,,,,,,Size ,Length ,,,consistency ,Taste ,,Curry ,Cooking time ,,,,,,Type of ramen ,,Hear ,,,Taste ,Size ,Place of origin ,,,
,Level of fats,,Cooked time,,prepared,cooked time,Cooking time,,,Taste,,Taste,cooked time,,,cooked time,cooked time,,cooked time,,recipe,cooking time,,recipe,ingretients,,,,,,ingredients,cooked time,,preparation time,recipe,
,"More chips, less spice ","More chips, less spice ","More veggies, soft and tender meat ",Regular ,,,,Regular ,,,Regular ,Extra pepperoni ,,Regular ,,,,,,Fruits on the side ,Extra veggies ,Less spice ,,,,,,Less chilli ,,Regular ,Less spice ,Regular ,,,,
,I use only chicken ,,I don't add any spices ,,,,,,,,Simple ,No change ,,Less spicy ,,,,,Less spicy ,Less spicy ,Less spicy ,,,,,,,,,,,,,,,
,Less spice and no advocado ,Same as if I was prepping for adults ,Same as if I was prepping for adults ,Same as if I was prepping for adults ,,,Same as if I was prepping for adults ,No cheese over beans ,,Less spice ,Same as if I was prepping for adults ,Less veggies on top ,Same as if I was prepping for adults ,Same as if I was prepping for adults ,Same as if I was prepping for adults ,Same as if I was prepping for adults ,,,Same as if I was prepping for adults ,Less seasame oil ,Same as if I was prepping for adults ,,Same as if I was prepping for adults ,,Less peanut dressing ,,Same as if I was prepping for adults ,Same as if I was prepping for adults ,Less chilli,,,Same as if I was prepping for adults ,,,,
,Grate the onion and oven bake the chips,Medium to well done,Veggies they'll like,,Buttery mash,Grated onion and carrot (so they can't see it),Lots of filling,,,,,Order what they like,,Lots of cheese,,,,,Not too spicy,,,,Not too saucy,,,,Lots of choices of fillings,Not too spicy / hidden veg,Lots of toppings,Not too spicy,Slow cook so tender,Chicken breast is best for Cajun,,,,
,I finely dice the garlic and onions to go into them so the children can't notice them,,No difference ,,No difference ,,,No difference ,,"Blended soup, they don't like chunky",,They choose the flavours they like ,No difference ,I put less salt in,I put less salt on,,,,,Less spice,No spice,,,I make it less spicy at first dish the childrens up and then carry on,,,Less spice ,Less spice ,No onions for the children ,,,No onions or spice again,,,,
,"It has to be beef, unseasoned and very plain for child.",Plain chicken and plain steak for child whereas we would season the chicken.,"Specific vegetables that child will eat, carrots and cucumber. ","Child will only eat fish fingers, adults will eat cod. Child fussy on thickness of chips","Plain sausages for Child, adults would eat flavoured. Child not keen on mash so would likely substitute for pasta or fries.",,, Would have to take the skin off for Child and mix the potato in with a topping,,"Tomato soup, has to be heinz",Child likes just buttered bread with ham on the side. ,Plain cheese pizza only,"Child prefers shop bought, if making lasagne vegetables have to be cut very fine",Plain pasta with butter and parmesan cheese. Does not eat sauce,,,,,"Very mild, no spice",Does not like vegetables so will only eat noodles and chicken ,,,,,,,"No spice, very mild ","No spice, very mild ",,,,,,,,
,,Not too salty,N/a,,N/a,N/a,Not too big if individual pies,Crisp skin,,No mushrooms,N/a,Not spicy,N/a,N/a,N/a,N/a,No mushrooms,,Not spicy ,Not spicy,,,Not spicy,Not spicy,,,Not spicy ,No spicy,Not spicy,Not spicy ,,,,,No raisins,
,Not sure,Not sure,Not sure,Not sure ,Not sure,,Not sure,Not sure,,,,Not sure ,Not sure,Not sure ,Not sure,Not sure ,,,Not sure ,Not sure ,,,Not sure,,,,Not sure, Not sure ,Not sure,,,Not sure,,,,
,,,Grilled ,,,Extra cheese,Chicken ,,,,,With pineapple ,,Cheese,Tuna,,,,,,,,,,,,,,,,,,,,,
,,,1,1,1,,,,,,,1,1,,,,,,2,,,1,1,,,,2,,,,,,1,2,1,
,,Only chicken,Lots of veg,Side dish ,No onions ,No onions,,,,,Just cheese,,Not spicy ,Favourite sauce ,,Favourite sauce ,,,Not spicy ,Not spicy ,,,Plain,,,,,No onions ,Not spicy ,,,,,,,
,Mild burgers for children ,Non spicy meat ,Roast veg,,Creamy mash. Mild sausages ,,Non spicy chicken filling,,,,,With pepperoni on ,,No tomato chunks ,,,,,"No spicy, no chunky onions or tomatoes ",,,,,,,,,,,Mild,,Mild,,,,
,,,plane no sauce ,,,,,lots of cheese ,,croutons for the kids or bread to dip,no sauce,very plain,they love it ,,,easy and quick ,,,,no visible veg,no visible veg ,, they love chicken ,,,,must have guacamole,must not be too spicey,,,,,,,,
,,My son likes his steak rare so I cook his first with mine then do my husbands medium ,I prepare this exactly the same for the whole family ,My son does not like white fish so I bake a salmon fillet for him while I batter white fish for husband and i,Son likes his sausages really really well done ,Everyone eats the same way ,Everyone eats the same way ,"Son likes cheese first, then his topping then cheese again",,Son likes it chunky ,,Everyone eats the same way ,Everyone eats the same way ,Everyone eats the same way ,,,Everyone eats the same way ,,Son likes his meat on the bone in a curry and husband only likes breast meat so I have to use both ,Everyone eats the same way ,Everyone eats the same way ,Everyone eats the same way ,Everyone eats the same way ,Everyone eats the same way ,,Everyone eats the same way ,Everyone eats the same way ,Everyone eats the same way ,Everyone eats the same way ,Everyone eats the same way ,Son doesn't like chicken skin so I use bone in thighs for this and boneless breast for husband ,Everyone eats the same way ,,Everyone eats the same way ,,
,,Lots of protein and veg ,Varied veg and all the trimmings ,"Cod not too ""fishy""",Smooth and buttery mash not so much garlic ,,Crispy pastry on top,Various fillings for each of them,,,,Crispy and thin base ,Not too much cheese sauce ,Nothing different ,Nothing different ,,,Not too much garlic and chorizo ,Not too spicy,Veg they will eat more meat then veg,Not too much soy sauce ,Not too spicy ,Flavours not too strong ,,,,Crispy and cheesy ,,Bland flavours ,,,Very mild ,,,,
,"Type of meat, sauces used ",Prefer breaded poultry ,Type of vegetables ,Seasoning ,Chicken sausages preferred ,,,Youngest prefers without skin,,No bits ,,Don't like onions or peppers ,,If Bolognese has to be served on one plate but each item separately ,,,,,,,,,,,,,,,,,,,,,,
,1,,,,1,,,1,,,2,1,1,,1,,,,1,1,,1,,,,,1,1,,1,1,,1,,,1
,Ordered from the right shop ,,,Just for the adults would have salt and vinegar,,,,,,,The right type of spread / topping ,The right topping ,,The right shape of pasta ,,,,,The right korma sauce ,,The right consistency,,Ordered from the right shop ,Just for the adults so would add more chilli ,Just for the adults so would add peanuts ,,,,,,,,,,,
,Make your own with fillings like salad and sauces and cheese,,,,,,Looks appetising,"Fillings that kids like, beans and cheese",,Nothing ,,Nothing,,Nothing,,Nothing,,Nothing,Not spicy,Not spicy,Not spicy,Not spicy ,,Not spicy ,,Again not spicy,Favourite fillings and not spicy,,Their rav fillings and make your own,,,,,,,
,Sauces,Less spice ,Less spice,Nothing,Nothing,Nothing ,,Nothing ,,,,,Nothing,Nothing,Nothing,,,,,,Less spice,,,,,,Less spice,,,,Less spice ,,,,,
,Less veg,Nothing,Less veg,Less salt,Nothing,,,More limited fillings,,,,Less elaborate toppings,Nothing,Less spice,Nothing,,,,Less heat,Less spice,Nothing,Nothing,Nothing,Less heat,Nothing,,Less heat,Less heat ,Less heat,Nothing,,Nothing,,,,Nothing
,More hot sauce,,,Vinegar and salt,,,,,,,,,,,,,,More tomato sauce,Sweet and spicy,,,,,,,,,,,,,,Needs to have seafoods,,,
,The taste,The amount of meat,The freshness of the vegetables ,The taste,The quality of the sausage ,The taste,,The taste,,,,Is it cooked properly ,The taste,,The taste,The quality,,,The quality,,The quality ,The taste,The taste,,,,The quality ,The quality ,,,,The taste,,,,
,,,,Crispy ,Buttery mash ,,,Lots of cheese,,,,Different toppings,,Saucey ,Lots of flavours ,Cooked well,Moist ,,,,,,Full of flavour ,,,,Lots of bits to choose from ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,sef,,,,,,,sef,,,,,,sef,,,,,,,,,,,,,sef
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Burger & Chips (Beef, Chicken, Veggie)","Meat & Chips (Steak, Chicken)","Meat & Vegetables (Roast, Grilled, Breaded)",Fish & Chips,Sausage & Mash,Cottage/Shepherd's/Fish Pie,"Pastry Pie (Chicken, Steak, Beef, Veggie)",Jacket Potato,Casserole / Stew,Soup,Sandwich / Toastie,Pizza,Lasagne,"Boiled Pasta (Bolognese, Tomato, Pesto, Cheese)","Baked Pasta (Chicken, Tuna, Tomato)","Filled Pasta (Ravioli, Tortellini)",Risotto,Gnocchi,"Curry & Rice (Tikka, Korma, Butter Chicken)",Stir Fry / Noodles,Rice Bowl / Fried Rice,Katsu Curry,"Chicken (Sweet & Sour, Sweet Chilli)","Thai Curry (Red, Green, Massaman)",Thai Noodles (Pad Thai),Ramen,Fajitas / Burritos,"Chilli & Rice (e.g., Con Carne, 3-Bean)",Tacos / Enchiladas / Quesadillas,Piri-Piri / Peri Peri,Jerk Chicken,Cajun Chicken,Paella,Stroganoff,Tagine,Couscous
,Simplified Ingredients: Use plain burger patties with no onions or strong spices. Opt for mild seasoning.,"Tender Meat: Ensure meat is well-cooked but not dry, and cut into smaller, bite-sized pieces.","Familiar Vegetables: Use vegetables that kids are familiar with and enjoy, cut into small pieces.","Boneless Fish: Use boneless, lightly breaded fish for a crispy texture.",Plain Sausages: Opt for plain sausages without herbs or strong flavors.,Mild Fillings: Use mild fillings and avoid strong herbs or spices.,"Soft Pastry: Use a soft, flaky pastry that is easy to eat.",Simple Toppings: Offer familiar toppings like cheese and beans.,Soft Ingredients: Cook until ingredients are soft and easy to chew.,Smooth Texture: Blend soups for a smoother texture if needed.,Simple Fillings: Use mild spreads and easy-to-eat fillings like cheese or ham.,"Simple Toppings: Opt for plain toppings like cheese, pepperoni, or chicken. Avoid strong flavors like pesto or spicy toppings.","Mild Flavors: Use a mild, creamy sauce and avoid strong garlic or spices.","Simple Sauces: Choose mild sauces like tomato or creamy cheese, avoiding spicy seasonings.","Mild Fillings: Use mild, smooth sauces like tomato or cheese.",Mild Fillings: Choose fillings that are soft and not too strong in flavor.,Creamy Texture: Ensure the risotto is creamy and not too watery.,Soft Texture: Ensure the gnocchi is soft and easy to chew.,Mild Spices: Use mild spices and avoid overly spicy curries.,"Mild Flavors: Use mild, sweet sauces like soy or teriyaki, avoiding spicy or strong flavors.",Mild Seasoning: Use mild seasoning and avoid strong spices.,"Mild Sauce: Use a mild, slightly sweet curry sauce.","Mild Sweet Sauce: Use a mild, sweet sauce without too much tanginess.",Mild Spices: Use mild spices and avoid overly spicy curries.,"Mild Sauce: Use a sweet, mild peanut sauce without spice.","Mild Broth: Use a mild, not-too-salty broth.",Spice Level: Ensure the dish is not too spicy; use mild spices or none at all.,Spice Level: Make a mild version with less spice; avoid hot chili powders.,Spice Level: Keep the dish mild with no spice or very mild spices.,"Spice Level: Reduce the heat to a mild, tangy flavor to make it more kid-friendly.",Spice Level: Use a milder seasoning blend to reduce spice levels.,"Spice Level: Use a smoky, mild seasoning to reduce spice levels.",Spice Level: Keep the dish mild and avoid too many spices.,Spice Level: Keep the sauce creamy and mild.,Spice Level: Use mild spices and avoid making the dish too spicy.,Spice Level: Keep the dish plain and avoid too many spices.
,"Soft Buns: Choose soft, easy-to-bite buns.",Mild Seasoning: Avoid spicy or heavily seasoned meat.,Mild Flavors: Avoid strong spices and seasonings.,Mild Flavor: Choose mild-flavored fish like cod.,Creamy Mash: Ensure the mash is smooth and lump-free.,Smooth Texture: Ensure the mash topping is creamy and smooth.,Mild Fillings: Keep fillings mild and avoid strong flavors.,Soft Texture: Ensure the potato is soft and easy to scoop out.,Mild Seasoning: Avoid strong spices and keep flavors simple.,Mild Flavors: Avoid overly spicy or strong flavors.,Soft Bread: Choose soft bread to make it easier to bite and chew.,"Soft Crust: Use a thin, soft crust that's easy for kids to bite into.",Soft Texture: Ensure the layers are soft and easy to cut.,Soft Pasta: Ensure pasta is well-cooked and easy to chew.,Soft Texture: Ensure the pasta is not overcooked or too crispy.,"Simple Sauces: Serve with a mild, smooth sauce like tomato or cheese.",Mild Ingredients: Use mild ingredients and avoid strong spices.,"Mild Sauces: Serve with mild, creamy sauces like tomato or cheese.",Creamy Curries: Opt for creamy curries like korma or butter chicken.,Soft Noodles: Ensure noodles are soft and easy to chew.,Soft Rice: Ensure rice is well-cooked and not too dry.,"Tender Chicken: Ensure chicken is boneless and tender, cut into small pieces.",Tender Chicken: Ensure chicken is boneless and easy to chew.,Creamy Texture: Opt for creamy curries with coconut milk for a mild flavor.,Soft Noodles: Ensure noodles are soft and easy to chew.,"Soft Toppings: Include soft, easy-to-chew toppings like chicken or egg.",Texture and Ingredients: Use soft tortillas for easy chewing and avoid strong onions or peppers unless cooked until soft.,"Beans and Vegetables: Use more beans than spice, and ensure vegetables are soft.",Texture and Ingredients: Use soft tacos and avoid hard shells; ensure fillings are not too spicy.,"Texture and Ingredients: Use boneless, tender chicken pieces to make it easier for children to eat.","Texture and Ingredients: Ensure the chicken is boneless and tender, making it easier to chew.","Texture and Ingredients: Ensure the chicken is tender and easy to chew, often using chicken breast.","Texture and Ingredients: Use only meats and vegetables that kids like, avoiding seafood if necessary.","Texture and Ingredients: Use soft, tender meat and avoid mushrooms if children dislike them.","Texture and Ingredients: Use only meat and vegetables that kids like, avoiding complex flavors.",Texture and Ingredients: Avoid too many vegetables or complex flavors.
,"Customizable Toppings: Offer simple toppings like cheese and ketchup, allowing kids to build their own burgers.",Simple Sides: Offer thin chips and separate the meat from the sides for easy eating.,Presentation: Serve meat well-done and ensure vegetables are not overcooked.,Simple Presentation: Serve with thin chips and avoid strong condiments.,Separate Components: Serve sausages and mash separately to allow kids to choose their preferred combination.,Hidden Vegetables: Incorporate finely grated or hidden vegetables for added nutrition.,"Manageable Portions: Cut pies into smaller, easy-to-hold portions.",Customizable: Allow kids to choose their own toppings for personalization.,Familiar Vegetables: Include vegetables that kids recognize and enjoy.,Dipping Options: Serve with bread or crackers for dipping.,Customizable: Allow kids to select their preferred fillings and condiments.,Mild Cheese: Stick to mild cheeses like mozzarella or cheddar.,Hidden Vegetables: Finely chop vegetables to hide them in the sauce.,Minimal Additions: Keep it simple with minimal spices and no visible vegetables.,"Cheesy Topping: Add a cheesy, creamy layer on top.","Avoid Overcooking: Ensure the pasta is cooked just right, not too soft or too firm.",Familiar Vegetables: Include vegetables that kids recognize and enjoy.,Avoid Strong Flavors: Keep the dish simple and avoid strong spices.,Simple Rice: Serve with plain rice to balance the flavors.,"Familiar Vegetables: Include small, familiar vegetables that kids enjoy, such as carrots or peas.",Small Veggie Pieces: Include small pieces of vegetables that are easy to eat.,Plain Rice: Serve with plain or lightly flavored rice.,Avoid Strong Flavors: Keep the dish simple and avoid strong spices.,Soft Ingredients: Ensure all ingredients are soft and easy to chew.,Avoid Strong Flavors: Keep the dish simple and avoid strong spices.,Avoid Spicy Seasonings: Keep the dish mild and avoid strong spices.,"Customization: Allow children to build their own burritos, choosing their favorite fillings.",Texture: Serve with rice to balance the flavor and make it more appealing.,"Customization: Allow children to build their own tacos or enchiladas, choosing their favorite toppings.",Customization: Serve with a mild sauce or dip to balance the flavors.,Customization: Serve with rice or a mild side to balance the flavor.,Customization: Serve with rice or a mild side to balance the flavor.,Customization: Serve with lots of rice and ensure the dish is not too complex in flavors.,Customization: Serve with a side like rice or pasta for balance.,Customization: Serve with a side like couscous or rice to balance the flavors.,Customization: Serve as a side dish or with a mild sauce.
,Portion Size: Use smaller patties and cut burgers into manageable pieces.,,,,,,,,,,,Customizable: Allow kids to choose their own toppings to make it more appealing.,Less Cheese: Use less cheese and white sauce for kids who prefer milder flavors.,Separate Components: Serve pasta and sauce separately if preferred.,Avoid Strong Flavors: Keep fillings mild and avoid strong herbs or spices.,Plain Options: Offer plain pasta options for kids who prefer simplicity.,Simple Flavors: Keep the seasoning mild and avoid strong herbs.,Cheesy Options: Add cheese for a familiar and comforting flavor.,Familiar Ingredients: Use familiar ingredients and avoid strong herbs or spices.,Avoid Strong Ingredients: Leave out strong flavors like bean sprouts or peppers.,Simple Additions: Keep it simple with familiar ingredients like chicken or egg.,Avoid Strong Spices: Keep the dish mild and avoid strong spices.,Familiar Ingredients: Use familiar ingredients and avoid strong herbs.,Familiar Vegetables: Include vegetables that kids recognize and enjoy.,Familiar Ingredients: Use familiar ingredients and avoid strong herbs.,"Simple Additions: Use simple, familiar ingredients to make it appealing.",Cheese and Toppings: Include plenty of cheese and mild toppings like sour cream or guacamole.,Customization: Some parents add extra beans for additional iron or use veggie mince for dietary preferences.,Cheese and Toppings: Include lots of cheese and creamy sauces like sour cream or guacamole.,Preparation: Ensure the chicken is moist and well-seasoned without being too spicy.,Preparation: Make sure the chicken is moist and well-seasoned without being too spicy.,Preparation: Make sure the chicken is well-cooked and flavorful without being too spicy.,Preparation: Some parents prefer to leave out certain ingredients like seafood or use a smaller portion size.,Preparation: Ensure the dish is well-cooked and not too spicy.,Preparation: Ensure the dish is well-cooked and flavorful without being too spicy.,Preparation: Ensure the couscous is not sticky and is well-cooked.
,Side Options: Provide soft chips and a selection of kid-friendly condiments.,,,,,,,,,,,,,,,,,,,,,,,,,,"Separate Components: Some parents separate the bread, chicken, and salad, as children may not eat it all wrapped up.",Toppings: Include sour cream or natural yogurt to cool down the dish.,Separate Components: Some parents separate ingredients like peppers and onions for children to choose.,"Serving Style: Some parents make peri-peri chicken burgers, which can be more appealing to kids.",Serving Style: Some parents prefer to use smaller chunks of chicken for easier eating.,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Meat Preparation: Ensure the chicken or beef is not dry and is nicely seasoned without being spicy.,Portion Size: Offer smaller portions to suit children's appetites.,Meat Preparation: Ensure meat is chopped up and never on the bone; it should be flavorful but not spicy.,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasagne,Lasagne,"Mild Flavors: Use a mild, creamy sauce and avoid strong garlic or spices.",Soft Texture: Ensure the layers are soft and easy to cut.,Hidden Vegetables: Finely chop vegetables to hide them in the sauce.,Less Cheese: Use less cheese and white sauce for kids who prefer milder flavors.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Risotto,Risotto,Creamy Texture: Ensure the risotto is creamy and not too watery.,Mild Ingredients: Use mild ingredients and avoid strong spices.,Familiar Vegetables: Include vegetables that kids recognize and enjoy.,Simple Flavors: Keep the seasoning mild and avoid strong herbs.,,,,Vegetables,Meat,Pastry,Flavor and Taste,Size and Portions,Preferences and Miscellaneous,,,,,,,,,,,,,,,,,,,,,,
"Baked Pasta (e.g. Chicken, Tuna, Tomato)","Baked Pasta (Chicken, Tuna, Tomato)","Mild Fillings: Use mild, smooth sauces like tomato or cheese.",Soft Texture: Ensure the pasta is not overcooked or too crispy.,"Cheesy Topping: Add a cheesy, creamy layer on top.",Avoid Strong Flavors: Keep fillings mild and avoid strong herbs or spices.,,,,"This group focuses on preferences regarding vegetables in pies. Some prefer more vegetables, while others want specific types or none at all. There's a mix of preferences for including vegetables for kids and ensuring a balance with other ingredients.","The emphasis here is on the quality and type of meat used in pies. Preferences include avoiding certain meats like kidney, ensuring good quality, and catering to specific tastes such as non-fatty meat with lots of gravy. There's also a focus on making the meat suitable for children by cutting it into smaller sizes.","This group highlights preferences for the type and texture of pastry. Some prefer crispy or fresh pastry, while others want it to be soft and not too thick. The size and portion of the pastry are also important, with a preference for smaller, handheld pies.","The focus here is on the overall flavor and taste of the pies. Preferences include maintaining a consistent taste, ensuring freshness, and avoiding strong or spicy flavors. There's also an emphasis on homemade taste and simple ingredients.","This group emphasizes the importance of the size and portion of the pies. Preferences include having lots of filling, cutting ingredients into smaller sizes, and ensuring the pies are not too big, especially for individual servings.","This category includes various preferences and considerations, such as brand loyalty, catering to children's tastes, and serving suggestions like gravy and mash. There's also a focus on cooking methods and ensuring good quality overall.",,,,,,,,,,,,,,,,,,,,,,
"Boiled Pasta (e.g. Bolognese, Tomato, Pesto, Cheese)","Boiled Pasta (Bolognese, Tomato, Pesto, Cheese)","Simple Sauces: Choose mild sauces like tomato or creamy cheese, avoiding spicy seasonings.",Soft Pasta: Ensure pasta is well-cooked and easy to chew.,Minimal Additions: Keep it simple with minimal spices and no visible vegetables.,Separate Components: Serve pasta and sauce separately if preferred.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pizza,Pizza,"Simple Toppings: Opt for plain toppings like cheese, pepperoni, or chicken. Avoid strong flavors like pesto or spicy toppings.","Soft Crust: Use a thin, soft crust that's easy for kids to bite into.",Mild Cheese: Stick to mild cheeses like mozzarella or cheddar.,Customizable: Allow kids to choose their own toppings to make it more appealing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnocchi,Gnocchi,Soft Texture: Ensure the gnocchi is soft and easy to chew.,"Mild Sauces: Serve with mild, creamy sauces like tomato or cheese.",Avoid Strong Flavors: Keep the dish simple and avoid strong spices.,Cheesy Options: Add cheese for a familiar and comforting flavor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Filled Pasta (e.g. Raviolli, Tortellini)","Filled Pasta (Ravioli, Tortellini)",Mild Fillings: Choose fillings that are soft and not too strong in flavor.,"Simple Sauces: Serve with a mild, smooth sauce like tomato or cheese.","Avoid Overcooking: Ensure the pasta is cooked just right, not too soft or too firm.",Plain Options: Offer plain pasta options for kids who prefer simplicity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cottage/Shepherd's/Fish Pie,Cottage/Shepherd's/Fish Pie,Mild Fillings: Use mild fillings and avoid strong herbs or spices.,Smooth Texture: Ensure the mash topping is creamy and smooth.,Hidden Vegetables: Incorporate finely grated or hidden vegetables for added nutrition.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Meat & vegetables (e.g. Roast, Grilled, Breaded)","Meat & Vegetables (Roast, Grilled, Breaded)","Familiar Vegetables: Use vegetables that kids are familiar with and enjoy, cut into small pieces.",Mild Flavors: Avoid strong spices and seasonings.,Presentation: Serve meat well-done and ensure vegetables are not overcooked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casserole / Stew,Casserole / Stew,Soft Ingredients: Cook until ingredients are soft and easy to chew.,Mild Seasoning: Avoid strong spices and keep flavors simple.,Familiar Vegetables: Include vegetables that kids recognize and enjoy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Meat & Chips (e.g. Steak, Chicken)","Meat & Chips (Steak, Chicken)","Tender Meat: Ensure meat is well-cooked but not dry, and cut into smaller, bite-sized pieces.",Mild Seasoning: Avoid spicy or heavily seasoned meat.,Simple Sides: Offer thin chips and separate the meat from the sides for easy eating.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pastry Pie (e.g. Chicken, Steak, Beef, Veggie)","Pastry Pie (Chicken, Steak, Beef, Veggie)","Soft Pastry: Use a soft, flaky pastry that is easy to eat.",Mild Fillings: Keep fillings mild and avoid strong flavors.,"Manageable Portions: Cut pies into smaller, easy-to-hold portions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacket potato,Jacket Potato,Simple Toppings: Offer familiar toppings like cheese and beans.,Soft Texture: Ensure the potato is soft and easy to scoop out.,Customizable: Allow kids to choose their own toppings for personalization.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Burger & Chips (e.g. Beef, Chicken, Veggie)","Burger & Chips (Beef, Chicken, Veggie)",Simplified Ingredients: Use plain burger patties with no onions or strong spices. Opt for mild seasoning.,"Soft Buns: Choose soft, easy-to-bite buns.","Customizable Toppings: Offer simple toppings like cheese and ketchup, allowing kids to build their own burgers.",Portion Size: Use smaller patties and cut burgers into manageable pieces.,Side Options: Provide soft chips and a selection of kid-friendly condiments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sausage & mash,Sausage & Mash,Plain Sausages: Opt for plain sausages without herbs or strong flavors.,Creamy Mash: Ensure the mash is smooth and lump-free.,Separate Components: Serve sausages and mash separately to allow kids to choose their preferred combination.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soup,Soup,Smooth Texture: Blend soups for a smoother texture if needed.,Mild Flavors: Avoid overly spicy or strong flavors.,Dipping Options: Serve with bread or crackers for dipping.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fish & chips ,Fish & Chips,"Boneless Fish: Use boneless, lightly breaded fish for a crispy texture.",Mild Flavor: Choose mild-flavored fish like cod.,Simple Presentation: Serve with thin chips and avoid strong condiments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandwich / Toastie,Sandwich / Toastie,Simple Fillings: Use mild spreads and easy-to-eat fillings like cheese or ham.,Soft Bread: Choose soft bread to make it easier to bite and chew.,Customizable: Allow kids to select their preferred fillings and condiments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thai Curry (e.g. Red, Green, Massaman)","Thai Curry (Red, Green, Massaman)",Mild Spices: Use mild spices and avoid overly spicy curries.,Creamy Texture: Opt for creamy curries with coconut milk for a mild flavor.,Soft Ingredients: Ensure all ingredients are soft and easy to chew.,Familiar Vegetables: Include vegetables that kids recognize and enjoy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katsu Curry,Katsu Curry,"Mild Sauce: Use a mild, slightly sweet curry sauce.","Tender Chicken: Ensure chicken is boneless and tender, cut into small pieces.",Plain Rice: Serve with plain or lightly flavored rice.,Avoid Strong Spices: Keep the dish mild and avoid strong spices.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thai Noodles (e.g. Pad Thai),Thai Noodles (Pad Thai),"Mild Sauce: Use a sweet, mild peanut sauce without spice.",Soft Noodles: Ensure noodles are soft and easy to chew.,Avoid Strong Flavors: Keep the dish simple and avoid strong spices.,Familiar Ingredients: Use familiar ingredients and avoid strong herbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chicken (e.g. Sweet & Sour, Sweet Chilli)","Chicken (Sweet & Sour, Sweet Chilli)","Mild Sweet Sauce: Use a mild, sweet sauce without too much tanginess.",Tender Chicken: Ensure chicken is boneless and easy to chew.,Avoid Strong Flavors: Keep the dish simple and avoid strong spices.,Familiar Ingredients: Use familiar ingredients and avoid strong herbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stir fry / Noodles,Stir Fry / Noodles,"Mild Flavors: Use mild, sweet sauces like soy or teriyaki, avoiding spicy or strong flavors.",Soft Noodles: Ensure noodles are soft and easy to chew.,"Familiar Vegetables: Include small, familiar vegetables that kids enjoy, such as carrots or peas.",Avoid Strong Ingredients: Leave out strong flavors like bean sprouts or peppers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
