AGE,CUSTOMISATION OPEN ENDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total ages,"Burger & Chips (e.g. Beef, Chicken, Veggie):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Meat & Chips (e.g. Steak, Chicken):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Meat & vegetables (e.g. Roast, Grilled, Breaded):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Fish & chips:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Sausage & mash:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Cottage/Shepherd's/Fish Pie:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Pastry Pie (e.g. Chicken, Steak, Beef, Veggie):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Jacket potato:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Casserole / Stew:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Soup:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Sandwich / Toastie:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Pizza:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Lasagne:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Boiled Pasta (e.g. Bolognese, Tomato, Pesto, Cheese):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Baked Pasta (e.g. Chicken, Tuna, Tomato):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Filled Pasta (e.g. Raviolli, Tortellini):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Risotto:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Gnocchi:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Curry & Rice (e.g. Tikka, korma, butter chicken):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Stir fry / Noodles:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Rice bowl / fried rice:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Katsu Curry:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Chicken (e.g. Sweet & Sour, Sweet Chilli):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Thai Curry (e.g. Red, Green, Massaman):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Thai Noodles (e.g. Pad Thai):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Ramen:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Fajitas / Burritos:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Chilli & Rice (e.g. Con Carne, 3-Bean):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Tacos / Enchiladas / Quesadillas:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Piri-piri / Peri Peri:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Jerk Chicken:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Cajun Chicken:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Paella:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Stroganoff:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Tagine:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Cous Cous:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)"
"13,16 or older",Build their own ingredient as may not eat all salad ,, Variety of veg ,Must be hot when delivered,,Implement ingredients not too much spice ,Way to cook and good quality meat,,A above,Usually oriental soups,,Orders fresh or made fresh,Not too stodgy and clear ingredients ,Variety of sauces and not too much veg ,Spicy and full of flavour,Nice sauce to go with,,,Authentic,Quick and veg ribbons,Fresh ,Freshly made,Spicy and fresh no bones,Ordered fresh and hot ,Well made not overcooked ,Make at home with own ingredients has to be authentic ,As above ,As above ,As above,As above,,,,,,
"5,9,15",Adding more vegetables ,,,Adding extra peppers ,Adding more lettuces,Adding more boiled vegetables ,,,Adding more carrots ,,Using grated cheese more ,Ordering thin crusted pizza and reducing the size of pizza,,More green leaves paste ,More chicken in the pasta,Reducing the salt and extras,Adding limited vegetable oil ,,Using less butter ,,Reducing the spices and oil content ,Lessing the curry and more chicken ,Adding chicken breast more,Adding more green leaves and paste,Adding more pepper ,,Lessing the sugar content ,More beans and less rice,,Less masala in the chicken ,,,More pepper ,Less masala content ,,
"6,9",Same as adult,,Same as adult,,,Same as adult,Same as adult,,,Same as adult,Same as adult,Same as adult,Same as adult,Same as adult,,,,,no corriander,,,,Same as adult,no coriander,,no coriander,no coriander,,,,,,,,,soup topping on the side
8,"Flavour, doneness",,Flavours with right kinda veg,,,,,,Time,Look and flavour ,,,Better ones but not too pricey ,Flavours,Flavours not too dry,,,,N9t too hot,Use green beans sparingly ,Flavour and texture ,Texture,Flavours ,,,Flavours and look,,,Quickness ,,,Flavours spices ,Flavours not too many peas,,,
5,Nothjng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6,9",Same as adult,Same as adult,Same as adult,,,Same as adult,Same as adult,,,Same as adult,Same as adult,Same as adult,Same as adult,Same as adult,,,,,no coriander,,,,no coriander,no coriander,,no coriander,Same as adult,,,,,,,,,sauce on the side
"5,8",Meat ,Meat and good to eat veg ,Meat and good to eat veg,Fish is good for them ,Protein and makes change from chips ,Fact it's homemade ,Fact it's homemade ,,Fact it's homemade And has lots of veg in ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4 or younger,5",,Lots of ketchup.,,Lots of ketchup ,We all eat the same - we make a special BBQ gravy.,"We eat the same - tortilla chips crushed on top to add crunch to the mash, chopped beef sausages mixed in the pie for different texture.",They will eat beef or fish pies with either mash or chips. There is always gravy and a little veg.,,,,,,,It's important that the vegetables added are chopped very finely so the kids don't pick it out.,Important that veg is finely chopped so they are not tempted to pick it out. ,,,,Make sure to remember not to add chilli flakes as youngest doesn't like spicy food.,,Not chilli flakes so food is not spicy.,N/A - the love Katsu curry in all forms.,"Chopped up, never on the bone. Other than that, they will eat as is","Chopped up meat, never on the bone. Always flavourful, but never spicy.",,,"Chopped up meat, never on the bone. Always flavourful, but never spicy.","Chopped up meat, never on the bone. Always flavourful, but never spicy.",,"Chopped up meat, never on the bone. Always flavourful, but never spicy.","Chopped up meat, never on the bone. Always flavourful, but not too spicy.",,,,,
"10,14",More spice for adults ,Nothing same for both ,Same for both ,,Same for both,Same for both ,Same for bith,Different toppings ,Same for both ,,,Different toppings ,Same ,Same,Same ,Same ,Same ,Same ,Same ,,Same ,,Same ,,,,Same ,,,,,,,,,
"7,12,15",Nice to eat,Fresh,Tasty food ,Tastes ,Taste ,Fresh,Nice to eat,Taste,Fresh,Nice to see ,Nice and tasty ,Ingredients ,Ingredients ,Ingredients ,Ingredients ,Ingredients ,Ingredients ,Ingredients ,Ingredients ,Ingredients ,Ingredients ,Ingredients ,Ingredients ,Ingredients ,Ingredients ,,Ingredients ,Ingredients ,Ingredients ,Ingredients ,Ingredients ,Ingredients ,Ingredients ,Ingredients ,Ingredients ,Ingredients 
"5,8",Add some ketchup ,No different ,No different ,,,,,Add lots of butter,"Sometimes remove bits of veg they're not keen on, after cooking",,,,,No different ,No different ,No different,No different,,,No different,,,No different,No different,,,Sometimes remove onion / unroll the fajita if messy,No different,No different,No different,,,,,No different,
14,Decent meat ,Good meat. Seasoned appropriately ,Good quality,,Good sausages. Creamy mash,Creamy mash. Lots of cheese ,Good pastry,Cooked for ages ,Good quality beef ,,,Good pizza ,Lots of cheese ,Cooked pasta ,Lots of cheese ,Good sauce ,White wine,Good sauce to accompany ,Good takeaway ,Good takeaway ,Good takeaway ,No gristle on chicken ,No gristle ,Not too hot ,,,Low fat mince ,Low fat mince ,Low fat mince ,,,,No veg stock,,,
"12,15",Veggie option ,,,Hood quality fish,Veggie option ,Quorn mince,,Crispy,,Favourite recipes ,Ususl choice of cheese and onion toast ,Margaritas ,Vegetarian made by me,Like all,Like all,,,,Prawn and veg. Mild,Not spicy ,Not spicy,,,No meat,,,Rl passo kit,Bean with sour cream and rice and coriander ,El pado,,,,Prawns,,,Not too many bits
"4 or younger,7",Texture of the burger and flavour,Not to spicy ,Less spice for the kids and no bones,,Well cooked and no onions in the gravy for the kids ,Full of hidden veggies for the kids,,,Not to chewy,,,Not to many toppings for the kids but lots for us ,,Not to strong in flavour for the kids ,.,,,,Soft meat ,Soft and cut up noodles ,,Making sure the breadcrumbs are nice and crispy for the children and not too much of the sauce,No pineapple for the kids,The kids are not a fan of this,,,We use mince for this if the kids are having it instead of chicken as they find that difficult,"Again, not too spicy me and my husband like a bit of spices, but would you make sure there's a lot of natural yoghurt for the kids?",,,,"If the kids are to eat this, I make the chicken in smaller chunks and not too spicy",Well cooked and flavour some the kids wouldn't eat this,,,Straight from a packet
"11,16 or older",Good quality burgers,,,Nice frozen battered fish,Nice sausages,,,Oven cooked not microwave ,,,Nice tiger bread ,All homemade (better than Domino's!) ,,Well cooked (not soggy) ,Well cooked ,,,,Homemade butter chicken is 11 yo favourite ,Freshly cooked ,,,Nice sauce ,,,,Good quality (including wraps) ,,,Good quality wings,,,,,,
"4 or younger,5",Chopped up ans no salt or vinegar on chips,Chopped up and smaller portion with no sauce,Chopped up and smaller portion,Chopped up smaller portion,Chopped up and separate on plate with separate gravy to give option,,,Chopped up,Served the same,,,Smaller portion and cooled down,,Smaller portion and smaller chunks of veg,Smaller chunks of veg ,,,,Chopped up chicken more for smoother consistency,Chopped noodles,Smaller portion,,Chopped up and cooled down,,,,Less ingriedients to tailor to taste,Smaller portion,,,,,,,,
"4 or younger,6",No bun,No topping ,,No change ,,,,No change ,,,No change ,No change ,,Plain ,No change ,No change ,,No change ,No change ,No change ,No change ,,,,,,,,,,,,,,,
"9,11",Quick,,,,,,,,Flavour,,,,,,,,,,,,,,,Not too hot,,,,Not too hot,,,,,,,,
"4 or younger,5,7",,More chips than meat as that's what they care about.,,Good amount of salt and vinegar,The mash has to be buttery otherwise they won't eat it.,Not much as the kids love it. It's also great to hide vegetables in.,,,I add a variety of vegetables to my children's preferences,This has to be made in the soup maker so it's nice and smooth. Otherwise my children went eat it.,Always had to have cheese and ham with bbq sauce.,I've got to consider my kids preferences of toppings.,,Nothing needs to be changed for this.,Nothing needs to be changed for this,,,,The curry has to be creamy.,Nothing needs to be changed for this,,,Nothing needs to be changed for this,,,,,I don't add too much spice to this dish.,I have to ensure I add the toppings like sour cream and guacamole ,,I always make sure it isn't too spicy.,,,,,Nothing needs to be changed for this
"7,9,14,16 or older",Nothing spicy,Not too rare,Chicken,,No details,Not too much mash,,A variety of toppings,They will not eat all of this,Served with bread and toppings,Variety of fillings,Variety of toppingd,No details,Individually tailored to preference- pepper cheese etc,No details,,No details,,Served with dofferent toppongd,Nothing spicy,Nothing too spicy,,Not spicy,Not spicy,Not spicy,,Not spicy,Not spicy,Not spicy,Not spicy,Not spicy,,,,,Season well
"5,10,12",Chicken,Chicken,Roast and grilled,Fish,,,,Cheese potato ,,Chicken and vegitable ,Chicken and cheese,Chicken and peperoni ,Chicken ,Chicken and vegitable ,Chicken and vegitable ,,,,Biriyani and tikka,Stir fry chicken noodles ,Chicken and vegitable,,Sweet and sour,,,,Chicken,3 bean,,Medium spicy,Medium spicy,Chicken ,,,,
"4 or younger,6",Small portions,,,Using fish fingers ,Pork sausages ,,,Cutting up small,,Tomato,Less filling,Cheesey,Nothing,Nothing,,Nothing,,Nothing,Mild taste,Nothing,,,,,,,Less spice,Less spice,Less spice,,,,Nothing,,,
7,Less seasoning.,"Again, less seasoning",Less varied range of vegetables,,Low salt etc,Low salt,,N/A,,N/A,Plain fillings - ham/tuna,Only one brand of pizza is preferred!,Less seasoning and milder,N/A,,,,,Milder,Milder ,,,,,,,,,,No peri peri!,,,,,,
"10,11",Plain. No sauce or salad,Plain. Chips well cooked,None,None,Plain mash with no flavourings,,Simple meat and gravy. No veg or onions,None ,No veg or visible onions,,,Simple margarita with no toppings,,No veg,No veg,None,,None,"Mild, no veg",,None,,None,,,,,,,,,,,,,
14,Fresh and tasty ,Fresh and tasty ,Fresh and tasty ,,Fresh and tasty ,Fresh and tasty ,Fresh and tasty ,Fresh and tasty ,Fresh and tasty ,,,Fresh and tasty ,Fresh and tasty ,Fresh and tasty ,Fresh and tasty ,,Fresh and tasty ,,Fresh and tasty ,Fresh and tasty ,Fresh and tasty ,,Fresh and tasty ,,,,Fresh and tasty ,,Fresh and tasty ,Fresh and tasty ,,,,Fresh and tasty ,,
"8,10",,Not spicy and well done,Well done meat and fresh vegetables,,,,It must be Fresh,Well cooked,,,Fresh ingredients ,It must be hot,,Not very spicy,,,,,Not very spicy,Not very spicy and must have vegetables ,Not spicy and should have vegetables ,,Fresh,,,It must be made with other healthy ingredients like vegetables ,,,,Must be hot ,,,,,,Must be tasty and have vegetables 
10,If cooking for adults more flavouring would be added.,The steak would be blue if for adults. ,They'd be less variety off vegetables for children. ,It would be a smaller portion for a child. ,It would have less seasoning for a child. ,It would have no spice ect for a child. ,,It would be a smaller portion for a child. ,,Would be a more basic flavour for a child. ,Would be a different filling for a child. ,Would be a more basic pizza. ,,Would be more bland choices. ,Would be no spices. ,Would be cheese. ,,,,Would have a more basic concept. ,Would be a smaller portion. ,,Would be less spicy. ,,,Would be a smaller portion. ,I wouldn't use spice. ,I again wouldn't use spice. ,I would change the ingredients. ,,,,I would do a smaller portion. ,I'd have less salt. ,I'd change the meat. ,
"8,11",,,,Condiments ,,Soft and fluffy ,Lots of pastry ,,,Seed topping ,,Lots of topping,Cheesey,Lots of cheese ,Not too crisp,Nice filling ,No mushrooms ,Nice pesto,,Veg the kids like ,,Not too spicy ,,,,,Not too hard ,Not to spicy ,Not too hard ,,,,,,Not to spicy ,Not too bland 
"4 or younger,11",No difference ,Nota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4 or younger,5",,well done steak,the same,,,small veg chunks,,,small veg chunks,,,not spicy,the same,the same,the same,,,,mild,mild,,,mild,,,,mild - no big peppers,mild,mild,mild,,,,,,
6,NA - easy for kids to eat ,NA easy for kids,NA easy,Fish has to be breaded ,,,,NA easy,,,At the moment no cheese ,na easy,,Not too spicy ,Not too spicy ,Not too spicy ,,,,Not too spicy ,Not too spicy ,,Not too spicy ,,,,Not too spicy ,Not too spicy ,Not too spicy ,Not too spicy ,Not too spicy ,Not too spicy ,,,,
14,less sauce for children,less sauce for children,vegetables with gravy,,lots of gravy,,,,smaller portion,,simple ingredients,only pepperoni,,with pesto or cheese only,with cheese and beans only no other toppings,,,,smaller portion,smaller portion - more meat,maller portion - more meat,maller portion - more meat,Not too much sauce,Not too much sauce,smaller portion,more saucy,,no beans!,,with ketchup,with white rice,,,,,
"7,8,11,13",I am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4 or younger,5",Needs to be skinny chips ,N/a,Less veg on plate ,Has to be fish fingers,Mash has to have mixed herbs in it,N/a,No veg ,N/a,,No veg,Cut of the crust ,,N/a,No cheese,N/a,,,,N/a,No veg,Plain,,N/a,,,,,,,,N/a,N/a,,,,
"12,16 or older",,Chips have to be served right away before it gets cold. ,,,Mash has to be creamy and warm. ,,,,,,Butter has to be included,Pineapple has to be a topping and no peppers nor onion. ,,Served warm,Cheese has to be on the potato. ,,,,The pre prepared chicken has to be seasoned by me. ,,Must have sausage diced and cooked in fry rice. ,,,,,"To add body, the kids love when I cook chopped potato and carrots with chopped franks before adding the ramen.",,,We love this with home made pop corn chicken. ,,Heated after purchasing at shop. ,Love this on its own or with toast anything. ,,,,
12,No onion in the mince meat when I make burgers for my som,Make as usual ,Make sure veggies are smaller,No issues,No issues ,No issues,No issues,No issues,,No chunky veg in my sons ,,No issues,No issues,No issues,No issues,No issues,,,No issues,No issues ,No issues,No issues,No issues,,,,No issues,No issues,No issues,No issues,No issues ,No issues ,,,,
"12,16 or older",For kids no salad or onions.,Meat like steak is cooked well done for kids,Meat well done for kids and the vegetables the kids eat,"Battered fish for kids, they won't eat fresh fish","No onions, mushrooms or peas for kids",Less vegetables for kids as they only eat certain vegetables ,I only add certain vegetables for kids,"Simple filling for kids, tuna, cheese. More adventurous for adults","I would make his for adults nut not kids, they would have potatoes and meat served separately ",Mainly tinned soup and stick to certain soup the kids like,Less condiments and salad for kids,Kids only have plain cheese,Less white sauce and cheese for kids,No difference ,"Adults may have spice, chilli cayenne pepper but not kids.",Adults would eat this but kids plain pasta not filled,,,Much less spice for kids,Leave out certain veg bell peppers etc for kids,The same for all,,The same but oldest will have plain chicken no sauce,,,,Less spice for kids and leave out certain vegetables ,Less spice for kids,Less spice for kids,,,Plain chicken for eldest but the rest of us the same,,,Use only meat and veg the kids like,
"4 or younger,6","Separate bread, patty, chips, salad elements",The chips and the meat separate and cut up ,"Certain veg I know they like, some raw for my 6 year old",The fish inside even if batter not eaten,Sausages sliced and the mash separate not touching ,The mince and gravy and the mash seperately,The meat most important they're not massive fan of pastry ,,,,They will eat all,One will eat the other won't so I'd make a cheese wrap for him,Both not keen but will try. I'll try do without tomato sauce for one,Plain pasta with butter or cream cheese will be eaten ,Creamy cheese rather than tomato ,Both will eat spinach and ricotta filled,,,,Both love noodles make sure I put veg in it ,Same as noodles,,,,,,I make sure not spiced ,,,Not too spicy ,,Again not too spicy ,,,,
"15,16 or older",I ask what they want on it and which kind of burger,Do they want chips or something else ,What veg do you want,Do they want veg,,Do they want this ,,What fo they want on it,,,,What flavour,Do they want chips with it,Any cheese,Do they want anything with it,,,,Do they want rice or chips,Soy sauce,,,Is this what they want,Chops or rice,,,How many,Rice or chips,,,What would upu like with it,What do you want with it,,,,
"4 or younger,6,8,12",Not much salad ,Steak cooked medium/done,Less veg,,N/a,,N/a,Different fillings,,N/a,N/a,N/a,,Different sauces/less spicy ,,N/a,,,Milder for the children ,Plain/no sauce,,,,,,,,,,,,,,,,
"9,16 or older",No garnish,,Presentation ,No different ,No different ,Blend vegetables first,,,Blend vegetables first ,,,No different ,,No different ,,No different ,,,Blend vegetables ,Not to many ingredients-Avoid what child dislikes ,,,No different ,,,,Fewer ingredients ,No different ,No different ,,,,,,,No different 
10,,,,,,,,,,,,,,,,,,,Not too spicy ,,,Not too spicy,,,,,,,,not too spicy ,not too spicy,,,,,
"8,14,16 or older",No sauces in the burger,No skin on fries ,Carefully chopped into small pieces ,No difference ,No difference ,No difference ,,My kids won't eat jacket potatoes ,50% won't eat it so I make something else ,,No change ,No change ,,No difference ,No difference ,,,,No difference ,No difference ,,No difference ,No difference ,,,,,Mild chilli powder instead of hot ,,,,No difference ,,,,
"4 or younger,13,16 or older",Nothing different ,Nothing different ,Nothing different,Nothing different,Nice sausages otherwise they won't eat certain ones,,No peas in pie,Nothing different ,No peas,,,Nothing different ,No chunks tomato,No chunks tomato,No tuna ,Nothing different,,,Nothing different,No big chunks of onion,,Nothing different,Not spicy,Nothing different ,Nothing different ,,Not spicy,No spicy no kidney beans ,Not spicy,Not too spicy ,,Nothing different ,,,,
9,Less spicy,"Eats the same, nothing different ","Eats the same, nothing different ","Eats the same, nothing different ","Eats the same, nothing different","Eats the same, nothing different","Eats the same, nothing different",Tuna or cheese for my child ,"Eats the same, nothing different",,,Pepperoni only,"Eats the same, nothing different","Eats the same, nothing different","Eats the same, nothing different","Eats the same, nothing different",,,Less spicy for my child ,"Eats the same, nothing different","Eats the same, nothing different",,"Eats the same, nothing different","Eats the same, nothing different",,,"Eats the same, nothing different","Eats the same, nothing different","Eats the same, nothing different","Eats the same, nothing different","Eats the same, nothing different",,,,,
"6,8",Selection of sauces,"Not spicy, no vinegar",Grilled Broccoli and carrots,Salt and pepper no vinegar,Cheesy mash and gravy,,Served warm with mash,"Cheese, beans, pepper",,Meat veg no dumplings,Cheese toasties,Pepperoni or cheese pizza,Standard,Pasta with pesto or Bolognese sauce,Pesto with Bolognese sauce,,,,,All ingredients besides bean sprouts,Standard sometikes add sweetcorn,,Sweet chilli sauce or orange chicken,Green thai chicken curry,With grilled chicken and green thai sauce,Standard sometimes with hotdogs or chicken,Beef or chicken with rice,Chili con carne,Beef or chicken with lettuce,Mild peri peri,Mild spice,,,,,
12,Extra pickles and cheese and build the burger themselves ,,,,,No sweetcorn ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11,13,15",,Nothing,Nothing ,,Nothing ,,,,Nothing,,,No mushrooms ,,Nothing,,,,Nothing,No spice,,,,Nothing,,,No spice,No spice,No spice,No spice,,,,,,,
"4 or younger,6",Soft chips. Lots of condiments ,,Soft meat ,,Nothing,Nothing,Nothing ,Nothing ,No alcohol,Nothing,,Nothing,,Nothing,Nothing,,,,,No strong flavour ,Nothing,,Nothing ,,,,Less spice,,Less spice ,,,,,Nothing,,
"4 or younger,6,8",Not overcooked,Meat is cooked well but not dry,The meat is cooked moist and veg not overcooked ,Not over cooked,Not over cooking the sausages and making sure mash is creamy and lump free,,,That it's crispy on the outside and soft and fluffy inside ,,,Not burning the toast so it's still a bit soft ,Not overcooking or burning it ,,That pasta is Al dente ,,Making sure pasta has bite still and not too soft ,,,Not over cooking so it's dry ,Not overcooking so noodles are still firmish,Not overcooking rice ,Making sure its nice and hot and moist ,Making sure its not dry and the flavour is good,Making sure its hot and moist ,Making sure the noodles are firmish,Making sure its hot and fresh,Making sure the chicken is not dry and nicely seasoned,,Making sure its not dry,Making sure seasoning is nice and the chicken is moist ,Moist well seasoned ,Moist and well seasoned ,,,,
"4 or younger,7",Would make it the same to he easy?,,,Chip shop,Would make it the same to he easy?,,,Would make it the same to he easy?,,,Would make it the same to he easy?,Would make it the same to he easy?,Would make it the same to he easy?,,,,,,,,,,,,,,,,,,,,,,,
"11,13",,Meat is well cooked,Plenty of gravy,,"Mash has no lumps, usually pre-packaged",,Nothing different,Different fillings ,Nothing is different,,,,,Nothing different,Nothing different,,,,,Nothing different,,,,Not too spicy,,,Not too spicy,Not too spicy,,,,,,,,
"4 or younger,7",Thin meat,,Small cut veg,Specific fish from supermarket,NA,Grated hidden veg,,,,No lumps,,Homemade,NA,NA,NA,NA,,,Not spicy,No courgettes or peppers,,,,,,,Separate meat from veg,,,,,,,,,
"4 or younger,8",,,,No vinegar ,,,,N/a,,Offee with whatever sides she likes ,,N/a,,N/a,N/a,N/a,,,Make a bit milder ,N/a,N/a,N/a,N/a,,N/a,,,,,,,N/a,,,,
"12,14",,Not tough ,It needs to have Yorkshire puddings and gravy,No bones ,No lumps in potatoes,,Not too much pastry,Lots of butter,Veg not too soft,,,,They love it ,They love it! ,They like it with garlic bread,,It is tasty and not too wateru,,Not too spicy,Variety of veg,,Not too spicy,No bones ,Not too spicy,,,Not too spicy,Requires sour cream,Requires lots of cheese,,,Not too spicy,No bones,Lots of rice ,,
"4 or younger,6","No sauces, quite plain ",Meat well done ,No spices added ,Has to be cod ,No mustard! ,Has to be cod ,Pie has to be quite plain ,,No spice ,Vegetable ,,No meat ,Not too cheesy ,Not too spicy ,Not too spicy ,Quite plain ,,,Not too spicy ,Not too spicy ,Not too spicy ,Not too spicy ,Quite plain ,,,,Not too spicy ,Not too spicy ,Quite plain ,,,,,,,Quite plain
"4 or younger,5,11",,No difference ,No difference,No difference,No difference,Less salt ,No difference,Different filling ,Less salt ,No difference,No difference,No difference,No difference,No difference,No difference,No difference,,,Less spice ,Less spice ,No difference,No difference,Less spice ,Less spice ,Less spice ,,No difference,No difference,No difference,No difference,,No difference,,,,
"4 or younger,8",Plain burger ,Chicken has to be plain for the kids whereas adults put a seasoning ,Certain vegetables have to be made that the kids will eat ,Fish fingers for the kids ,No pepper or salt in the mash ,None ,None ,Potato is scooped out of the jacket for kids with baked beans and cheese added ,,,None ,Pepperoni and no peppers on for the kids ,None ,,None ,None ,,,,,,,None ,,,,No peppers ,,,,,,,,,
"4 or younger,7,16 or older","Use smaller patties, soft buns, and mild seasoning for kid-friendly flavors.","Cut meat into bite-sized pieces with a mild, crispy coating.","Offer tender, easy-to-chew pieces with mild seasoning and colorful veggies.","Use boneless, lightly breaded fish with a crispy texture and mild flavor.",,,"Make smaller, handheld pies with soft, flaky crust and mild fillings.",,Cook until soft with mild flavors and include familiar vegetables.,,"Use soft bread, mild spreads, and easy-to-eat fillings.",Use a soft crust with mild sauce and simple toppings kids enjoy.,,"Use soft pasta with mild, creamy sauces and minimal spices.","Add a cheesy, creamy layer with soft, easy-to-chew fillings.",,,,,"Use soft noodles with mild, sweet flavors and tender veggies.","Keep the flavors mild, use soft rice, and add small veggie pieces.",,"Make the sauce mild and slightly sweet, with soft chicken bites.",,"Use a sweet, mild peanut sauce with soft noodles and no spice.",,,Make it mild with more beans than spice and soft rice.,,"Reduce the heat, keeping a mild, tangy flavor.","Make it mild with a light seasoning and soft, boneless pieces.","Reduce spice levels with a smoky, mild seasoning and tender bites.",,,,
"4 or younger,5,8",Children like joining in using the burger press,Kids love a roast so meat and chips with veg is a quicker mid week alternative. ,Roast is a favourite dinner and a great way to get the kids eating veg,,"We often use microwave mash if we are short on time to make this quicker, other elements cooked from scratch",Eldest child likes to help prep this on the weekend,,,,,,The kids live home made pizzas. ,Eldest child likes to help prep this on the weekend. She could cook this independently now! ,Eldest child lioves to help prep this. Either bolognese or cheese and broccoli pasta.,,,,,,,,,,,,,,,,,,,,,,
"9,11",Beef mince,Less spicy,Less spicy,Small portions,Extra gravy,,,Extra beans,,Extra sweetcorn,Cheese onlu,Extra cheese,,No sauce,No red sauce,No spices,,,No spices ,Plain noodles,Plain rice,,Sweet and sour,,No spices ,Extra stock,,Less spicy,Extra cheese,,Less spicy,More cajun spicr,Just one type of meat,,,Plain
"4 or younger,13",Son doesn't eat chips so leave them out,,,,,,,,Don't do anything different they eat it or don't ,,,No adjustment needed,Don't do anything different they eat it or don't ,Keep it very simple eg plenty of cheese,Don't do anything different they eat it or don't ,Don't do anything different they eat it or don't ,,,Don't do anything different they eat it or don't ,Don't do anything different they eat it or don't ,Don't do anything different they eat it or don't ,We only ever order it don't make it,We only ever order it don't make it,,Don't do anything different they eat it or don't ,,Don't do anything different they eat it or don't ,,Don't do anything different they eat it or don't ,,Don't do anything different they eat it or don't ,,,,,
15,,Nutritious and tastes nice,Nutritious and tastes nice,,,,,,,,,Convenient and tastes nice too,Cooked home made,,,,,,,,,,Cooked home made without being processed meat,,,,,Home made and healthy,,,,,,,,
"12,14",,Meat well done ,Meat well done ,,,,,None,None ,None,,No ham or pork ,,None ,,,,,,None ,None ,,None ,,,,,,,None,,,,,,None 
